"주차장관리번호",주차장명,주차장구분,주차장유형,소재지도로명주소,소재지지번주소,주차구획수,급지구분,부제시행구분,운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,요금정보,주차기본시간,주차기본요금,추가단위시간,추가단위요금,1일주차권요금적용시간,1일주차권요금,월정기권요금,결제방법,특기사항,관리기관명,전화번호,위도,경도,데이터기준일자
418-2-000105,청룡사 계곡 주차장,공영,노외,경상남도 창원시 진해구 국방부,경상남도 창원시 진해구 국방부,17,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.13320400,128.71018100,2018-06-30
418-2-000118,웅천동공영주차장,공영,노외,경상남도 창원시 진해구 남문동 853-34,경상남도 창원시 진해구 남문동 853-34,6,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.10924900,128.74983600,2018-06-30
418-2-000119,웅천동공영주차장,공영,노외,경상남도 창원시 진해구 남문동 857-29 일원,경상남도 창원시 진해구 남문동 857-29 일원,7,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.10989700,128.74991900,2018-06-30
418-2-000120,웅천동공영주차장,공영,노외,경상남도 창원시 진해구 남문동 876-39,경상남도 창원시 진해구 남문동 876-39,4,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.10988000,128.74970000,2018-06-30
418-2-000131,대장동 공영주차장,공영,노외,경상남도 창원시 진해구 대장동  60-2,경상남도 창원시 진해구 대장동  60-2,12,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.13910800,128.77919000,2018-06-30
418-2-000126,대장동계곡자연발생유원지,공영,노외,경상남도 창원시 진해구 대장동 177-1 일원,경상남도 창원시 진해구 대장동 177-1 일원,127,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.14730300,128.78031100,2018-06-30
418-2-000003,태평동공영주차장,공영,노외,경상남도 창원시 진해구 대죽동 15-4  일원,경상남도 창원시 진해구 대죽동 15-4  일원,16,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.14103000,128.67032600,2018-06-30
418-2-000002,태평동공영주차장(안곡길),공영,노외,경상남도 창원시 진해구 대죽동 15-64  일원,경상남도 창원시 진해구 대죽동 15-64  일원,13,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.14025000,128.67115300,2018-06-30
418-2-000004,대죽동공영주차장,공영,노외,경상남도 창원시 진해구 대죽동 32-65,경상남도 창원시 진해구 대죽동 32-65,15,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.14446200,128.66409900,2018-06-30
418-2-000130,웅동로51번길공영주차장,공영,노외,경상남도 창원시 진해구 마천동 129-5,경상남도 창원시 진해구 마천동 129-5,17,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.12567900,128.78293500,2018-06-30
418-2-000129,웅동1동파출소,공영,노외,경상남도 창원시 진해구 마천동 134-5,경상남도 창원시 진해구 마천동 134-5,9,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.12553900,128.78239600,2018-06-30
418-2-000127,웅동1동사무소,공영,노외,경상남도 창원시 진해구 마천동 139-2,경상남도 창원시 진해구 마천동 139-2,10,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.12586100,128.78268500,2018-06-30
418-2-000128,웅동1동사무소 뒷편,공영,노외,경상남도 창원시 진해구 마천동 144-10,경상남도 창원시 진해구 마천동 144-10,16,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.12610500,128.78265400,2018-06-30
418-2-000121,명동노외공영주차장,공영,노외,경상남도 창원시 진해구 명동 574 일원,경상남도 창원시 진해구 명동 574 일원,174,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,30,500,10,200,,3000,30000,현금,,경상남도 창원시청,055-548-4434,35.09998500,128.71807500,2018-06-30
418-2-000124,해양공원주차장,공영,노외,경상남도 창원시 진해구 명동로 62,경상남도 창원시 진해구 명동로 62,252,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.09212300,128.71983800,2018-06-30
418-2-000123,해양공원휴게소 주차장,공영,노외,경상남도 창원시 진해구 명동로 62,경상남도 창원시 진해구 명동로 62,24,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.09212300,128.71983800,2018-06-30
418-2-000125,해양공원 야외주차장,공영,노외,경상남도 창원시 진해구 명동로 62,경상남도 창원시 진해구 명동로 62,45,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.09212300,128.71983800,2018-06-30
418-2-000098,석동(이동)공영주차장,공영,노외,경상남도 창원시 진해구 석동 130-6,경상남도 창원시 진해구 석동 130-6,9,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.15128200,128.70475100,2018-06-30
418-2-000097,석동 주민센터 옆,공영,노외,경상남도 창원시 진해구 석동 622-25,경상남도 창원시 진해구 석동 622-25,7,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.15870900,128.70014000,2018-06-30
418-2-000095,국민체육센터주차장,공영,노외,경상남도 창원시 진해구 석동 657,경상남도 창원시 진해구 석동 657,63,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.15548000,128.70670800,2018-06-30
418-2-000096,우림아파트 옆,공영,노외,경상남도 창원시 진해구 석동 670,경상남도 창원시 진해구 석동 670,23,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.15837000,128.69494500,2018-06-30
418-2-000122,웅천동사무소옆주차장,공영,노외,경상남도 창원시 진해구 성내동 360,경상남도 창원시 진해구 성내동 360,23,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.11091700,128.74973100,2018-06-30
418-2-000014,중앙시장 공영주차장(추가신설),공영,노외,경상남도 창원시 진해구 송학동 52-47,경상남도 창원시 진해구 송학동 52-47,52,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.15051300,128.66536600,2018-06-30
418-2-000013,중앙시장공영주차장,공영,노외,경상남도 창원시 진해구 송학동 52-47,경상남도 창원시 진해구 송학동 52-47,84,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.15051300,128.66536600,2018-06-30
418-2-000028,여명4길공영주차장,공영,노외,경상남도 창원시 진해구 여좌동 107-5,경상남도 창원시 진해구 여좌동 107-5,8,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.15788000,128.65837900,2018-06-30
418-2-000017,여좌공영주차장(여좌4통),공영,노외,경상남도 창원시 진해구 여좌동 111-21,경상남도 창원시 진해구 여좌동 111-21,5,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.15695400,128.66288300,2018-06-30
418-2-000024,여좌5통공영주차장,공영,노외,경상남도 창원시 진해구 여좌동 113-9 일원,경상남도 창원시 진해구 여좌동 113-9 일원,16,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.15697200,128.66455100,2018-06-30
418-2-000029,헌녀공영주차장,공영,노외,경상남도 창원시 진해구 여좌동 120-37,경상남도 창원시 진해구 여좌동 120-37,6,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.15603500,128.66109700,2018-06-30
418-2-000019,여좌공영주차장(여좌농협길),공영,노외,경상남도 창원시 진해구 여좌동 126-30,경상남도 창원시 진해구 여좌동 126-30,16,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.15513600,128.66072800,2018-06-30
418-2-000023,여좌공영주차장(삼원맨션근처),공영,노외,경상남도 창원시 진해구 여좌동 128-21,경상남도 창원시 진해구 여좌동 128-21,5,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.15540500,128.66259600,2018-06-30
418-2-000038,여좌동,공영,노외,경상남도 창원시 진해구 여좌동 43-42,경상남도 창원시 진해구 여좌동 43-42,16,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.16092100,128.66259700,2018-06-30
418-2-000016,"여좌공영주차장(설령대길,한전근처)",공영,노외,경상남도 창원시 진해구 여좌동 6-23,경상남도 창원시 진해구 여좌동 6-23,7,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.16177100,128.66058400,2018-06-30
418-2-000026,여좌공영주차장(침례교회근처),공영,노외,경상남도 창원시 진해구 여좌동 761-117,경상남도 창원시 진해구 여좌동 761-117,5,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.15370100,128.66421800,2018-06-30
418-2-000025,여좌공영주차장(침례교회근처-보수),공영,노외,경상남도 창원시 진해구 여좌동 761-140 일원,경상남도 창원시 진해구 여좌동 761-140 일원,5,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.15376900,128.66340600,2018-06-30
418-2-000030,여좌공영주차장(진해여고근처),공영,노외,경상남도 창원시 진해구 여좌동 761-215 일원,경상남도 창원시 진해구 여좌동 761-215 일원,14,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.15414200,128.65950200,2018-06-30
418-2-000027,여좌공영주차장(침례교회근처),공영,노외,경상남도 창원시 진해구 여좌동 761-71,경상남도 창원시 진해구 여좌동 761-71,9,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.15391400,128.66477900,2018-06-30
418-2-000037,여좌동,공영,노외,경상남도 창원시 진해구 여좌동 8-1,경상남도 창원시 진해구 여좌동 8-1,9,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.16298200,128.66169100,2018-06-30
418-2-000034,여좌동공영주차장,공영,노외,경상남도 창원시 진해구 여좌동 8-18,경상남도 창원시 진해구 여좌동 8-18,9,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.16210800,128.66164000,2018-06-30
418-2-000064,태백동공영주차장,공영,노외,경상남도 창원시 진해구 여좌동 828-2,경상남도 창원시 진해구 여좌동 828-2,7,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.15275700,128.67369300,2018-06-30
418-2-000042,성광교회옆공영주차장,공영,노외,경상남도 창원시 진해구 여좌동 833-1 일원,경상남도 창원시 진해구 여좌동 833-1 일원,16,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.15351200,128.67397300,2018-06-30
418-2-000044,태백공영주차장(중앙초교입구),공영,노외,경상남도 창원시 진해구 여좌동 836-13,경상남도 창원시 진해구 여좌동 836-13,7,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.15276800,128.67485600,2018-06-30
418-2-000043,태백이발소옆공영주차장,공영,노외,경상남도 창원시 진해구 여좌동 836-5 일원,경상남도 창원시 진해구 여좌동 836-5 일원,8,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.15314900,128.67448600,2018-06-30
418-2-000045,태백15통공영주차장 (도로),공영,노외,경상남도 창원시 진해구 여좌동 853-6 일원,경상남도 창원시 진해구 여좌동 853-6 일원,20,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.15398900,128.66919200,2018-06-30
418-2-000041,태백동금화아파트입구,공영,노외,경상남도 창원시 진해구 여좌동 925-55 일원,경상남도 창원시 진해구 여좌동 925-55 일원,50,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.15382500,128.67123200,2018-06-30
418-2-000021,여좌복개천공영주차장,공영,노외,경상남도 창원시 진해구 여좌동 930-2,경상남도 창원시 진해구 여좌동 930-2,40,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.15363000,128.65917900,2018-06-30
418-2-000020,여좌공영주차장(이송빌라트옆),공영,노외,경상남도 창원시 진해구 여좌동 97 일원,경상남도 창원시 진해구 여좌동 97 일원,25,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.15856300,128.66040400,2018-06-30
418-2-000018,대야공영주차장(여좌2가동),공영,노외,경상남도 창원시 진해구 여좌동 99-23일원,경상남도 창원시 진해구 여좌동 99-23일원,10,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.15816900,128.66321100,2018-06-30
418-2-000036,여좌동삼원맨션옆,공영,노외,경상남도 창원시 진해구 여좌동122-35,경상남도 창원시 진해구 여좌동122-35,10,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.15590000,128.66263300,2018-06-30
418-2-000032,평지마을임시주차장,공영,노외,경상남도 창원시 진해구 여좌천로 158-32 일원,경상남도 창원시 진해구 여좌천로 158-32 일원,18,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.16637200,128.65819500,2018-06-30
418-2-000133,용원수협뒤공영주차장,공영,노외,경상남도 창원시 진해구 용원동 1067,경상남도 창원시 진해구 용원동 1067,21,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.09241800,128.81828300,2018-06-30
418-2-000132,용원수협옆공영주차장,공영,노외,경상남도 창원시 진해구 용원동 1111-19,경상남도 창원시 진해구 용원동 1111-19,50,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.09124200,128.81495900,2018-06-30
418-2-000134,웅동2동사무소앞임시주차장,공영,노외,경상남도 창원시 진해구 용원동 1219-1일원,경상남도 창원시 진해구 용원동 1219-1일원,116,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.10029700,128.81421500,2018-06-30
418-2-000135,용원교회옆공영주차장,공영,노외,경상남도 창원시 진해구 용원동 1246,경상남도 창원시 진해구 용원동 1246,33,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.09554400,128.81861000,2018-06-30
418-2-000139,용원복지회관 옆,공영,노외,경상남도 창원시 진해구 용원동 1271-1,경상남도 창원시 진해구 용원동 1271-1,30,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.09903400,128.81162500,2018-06-30
418-2-000137,용원검문소 근처,공영,노외,경상남도 창원시 진해구 용원동 4-5,경상남도 창원시 진해구 용원동 4-5,8,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.10246100,128.83263100,2018-06-30
418-2-000113,합포마을공영주차장,공영,노외,경상남도 창원시 진해구 원포동 591-1,경상남도 창원시 진해구 원포동 591-1,19,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.10089500,128.69643100,2018-06-30
418-2-000101,이동로54번길공영주차장,공영,노외,경상남도 창원시 진해구 이동 161-16,경상남도 창원시 진해구 이동 161-16,27,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.15081000,128.69757000,2018-06-30
418-2-000091,병암동공영주차장(한림아파트옆),공영,노외,경상남도 창원시 진해구 이동 505-3,경상남도 창원시 진해구 이동 505-3,10,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.15763600,128.69389600,2018-06-30
418-2-000084,이동체육공원옆주차장,공영,노외,경상남도 창원시 진해구 이동 552-4,경상남도 창원시 진해구 이동 552-4,10,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.15139000,128.69060500,2018-06-30
418-2-000100,이동우체국옆공영주차장,공영,노외,경상남도 창원시 진해구 이동 611-16,경상남도 창원시 진해구 이동 611-16,17,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.14997400,128.69714500,2018-06-30
418-2-000099,이동사무소공영주차장,공영,노외,경상남도 창원시 진해구 이동 62-18,경상남도 창원시 진해구 이동 62-18,8,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.14919100,128.69999200,2018-06-30
418-2-000102,이동택지사거리공영주차장,공영,노외,경상남도 창원시 진해구 이동250-4,경상남도 창원시 진해구 이동250-4,16,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.13320400,128.71018100,2018-06-30
418-2-000010,충무동공영주차장 옆,공영,노외,경상남도 창원시 진해구 인사동 1-23,경상남도 창원시 진해구 인사동 1-23,1,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.14968900,128.66597400,2018-06-30
418-2-000009,충무동공영주차장 옆,공영,노외,경상남도 창원시 진해구 인사동 1-7,경상남도 창원시 진해구 인사동 1-7,3,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.14966200,128.66606100,2018-06-30
418-2-000011,충무동공영주차장,공영,노외,경상남도 창원시 진해구 인사동 2-1,경상남도 창원시 진해구 인사동 2-1,41,1,미시행,평일+토요일+공휴일,08:00,00:00,08:00,00:00,08:00,00:00,유료,30,500,10,200,,6000,60000,현금,,경상남도 창원시청,055-548-4434,35.14965900,128.66647900,2018-06-30
418-2-000008,동백골목근처(해병전우회사무실근처),공영,노외,경상남도 창원시 진해구 인사동 9-6,경상남도 창원시 진해구 인사동 9-6,3,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.14969500,128.66822400,2018-06-30
418-2-000106,자은동공영주차장(엘지주유소뒷편),공영,노외,경상남도 창원시 진해구 자은동 844-3 일대,경상남도 창원시 진해구 자은동 844-3 일대,48,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.14659200,128.70676300,2018-06-30
418-2-000103,자은동사무소옆공영주차장,공영,노외,경상남도 창원시 진해구 자은동 866-27,경상남도 창원시 진해구 자은동 866-27,6,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.14680700,128.70540400,2018-06-30
418-2-000104,자은동공영주차장(벚꽃양조장근처),공영,노외,경상남도 창원시 진해구 자은동 880-10 일원,경상남도 창원시 진해구 자은동 880-10 일원,8,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.14780200,128.70319600,2018-06-30
418-2-000107,자은동공영주차장,공영,노외,경상남도 창원시 진해구 자은동 936-5,경상남도 창원시 진해구 자은동 936-5,22,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.14845200,128.70772300,2018-06-30
418-2-000108,자은동 공영주차장,공영,노외,경상남도 창원시 진해구 자은동 952-16,경상남도 창원시 진해구 자은동 952-16,4,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.14828000,128.70932400,2018-06-30
418-2-000114,장천대동아파트공영주차장,공영,노외,경상남도 창원시 진해구 장천동 119-34,경상남도 창원시 진해구 장천동 119-34,30,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.12668300,128.70763400,2018-06-30
418-2-000112,장천시영화장장입구주차장,공영,노외,경상남도 창원시 진해구 장천동 150-1,경상남도 창원시 진해구 장천동 150-1,25,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.12725800,128.71111700,2018-06-30
418-2-000005,속천해안로공영주차장,공영,노외,경상남도 창원시 진해구 제황산동 24-65,경상남도 창원시 진해구 제황산동 24-65,91,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.14463000,128.67294500,2018-06-30
418-2-000035,진해역철도화물홈,공영,노외,경상남도 창원시 진해구 진해역,경상남도 창원시 진해구 진해역,42,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.13320400,128.71018100,2018-06-30
418-2-000078,진해루공영주차장,공영,노외,경상남도 창원시 진해구 진희로 150,경상남도 창원시 진해구 진희로 150,64,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.14717700,128.68491800,2018-06-30
418-2-000138,용원주민운동장 옆,공영,노외,경상남도 창원시 진해구 청안동 308-2,경상남도 창원시 진해구 청안동 308-2,32,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.10582100,128.80222600,2018-06-30
418-2-000012,충무동공영주차장,공영,노외,경상남도 창원시 진해구 충무동 11-3,경상남도 창원시 진해구 충무동 11-3,10,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.15215000,128.66105500,2018-06-30
418-2-000006,동백골목공영주차장,공영,노외,경상남도 창원시 진해구 충무동 25-53,경상남도 창원시 진해구 충무동 25-53,11,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.15156100,128.66663700,2018-06-30
418-2-000007,충무동공영주차장(복음병원),공영,노외,경상남도 창원시 진해구 충무동 28-13,경상남도 창원시 진해구 충무동 28-13,7,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.15170000,128.66921700,2018-06-30
418-2-000015,충무동공영주차장,공영,노외,경상남도 창원시 진해구 충무동 30-5,경상남도 창원시 진해구 충무동 30-5,6,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.15128500,128.67086000,2018-06-30
418-2-000033,중앙로공영주차장,공영,노외,경상남도 창원시 진해구 충무동 7-29 일원,경상남도 창원시 진해구 충무동 7-29 일원,30,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,30,500,10,200,,6000,60000,현금,,경상남도 창원시청,055-548-4434,35.15263000,128.66228800,2018-06-30
418-2-000074,경화동경일빌라 근처주차장(아침시장길),공영,노외,경상남도 창원시 진해구 충장로305번길 28,경상남도 창원시 진해구 충장로305번길 28,22,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.15594400,128.68555100,2018-06-30
418-2-000054,바가지샘공영주차장,공영,노외,경상남도 창원시 진해구 태백동 12-11,경상남도 창원시 진해구 태백동 12-11,15,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-548-4434,35.15712000,128.67032600,2018-06-30
