관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치년월,관리기관전화번호,위도,경도,데이터기준일자
경상남도 창원시청,경상남도 창원시 성산구  창원대로780번길 93(한일팬트하우스아파트 앞_주차타워 앞)_1,,생활방범,1,,,30,,055-225-3101,35.210238,128.682113,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  창원대로780번길 93(한일팬트하우스아파트 앞_주차타워 앞)_2,,생활방범,1,,,30,,055-225-3101,35.210238,128.682113,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  용지로133번길 3(한서재활의학과병원 뒷문 입구),,생활방범,1,,,30,,055-225-3101,35.227253,128.6792,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  외동반림로142번길 44(중앙입체공영주차장 입구_킹 바이크샵 앞),,생활방범,1,,,30,,055-225-3101,35.229021,128.676708,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  두대로 203(창원도서관_누비자 터미널 건너),,생활방범,1,,,30,,055-225-3101,35.22449,128.673158,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  원이대로580버길 34((중앙평생교육센터 뒤 국제전기조명 앞)_1,,생활방범,1,,,30,,055-225-3101,35.225034,128.677603,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  외동반림로6번길 56(중앙평생교육센터 뒤 국제전기조명 앞)_2,,생활방범,1,,,30,,055-225-3101,35.225034,128.677603,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  삼동로128번길60(목련상가 무료주차장)_1,,생활방범,1,,,30,,055-225-3101,35.22257,128.660418,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  삼동로128번길60(목련상가 무료주자장)_2,,생활방범,1,,,30,,055-225-3101,35.22257,128.660418,2018-06-30
경상남도 창원시청,"경상남도 창원시 성산구  중앙대로 48(상남?,로타워 오피스텔 앞)",,생활방범,1,,,30,,055-225-3101,35.219648,128.67687,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  외동반림로142번길 20(태양방송 앞)_1,,생활방범,1,,,30,,055-225-3101,35.230317,128.674474,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  외동반림로142번길 20(태양방송 앞)_2,,생활방범,1,,,30,,055-225-3101,35.230317,128.674474,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  외동반림로 6번길 2(주택가삼거리)_1,,생활방범,1,,,30,,055-225-3101,35.2215135,128.6743238,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  외동반림로 6번길 2(주택가삼거리)_2,,생활방범,1,,,30,,055-225-3101,35.2215135,128.6743238,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구 삼동로128번길 85(엑스포상가 앞)_1,,생활방범,1,,,30,,055-225-3101,35.2207749,128.6635985,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구 삼동로128번길 85(엑스포상가 앞)_2,,생활방범,1,,,30,,055-225-3101,35.2207749,128.6635985,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  천하장사로 91(다복식당 앞)_1,,생활방범,1,,,30,,055-225-3101,35.217196,128.684057,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  천하장사로 91(다복식당 앞)_2,,생활방범,1,,,30,,055-225-3101,35.217196,128.684057,2018-06-30
경상남도 창원시청,"경상남도 창원시 성산구  동산로55번길 24,(주택가 도로)",,생활방범,1,,,30,,055-225-3101,35.216089,128.684365,2018-06-30
경상남도 창원시청,"경상남도 창원시 성산구  단정로98번길 20,(꿈꾸러기 어린이공원_동산경로당 앞)",,생활방범,1,,,30,,055-225-3101,35.214527,128.688117,2018-06-30
경상남도 창원시청,"경상남도 창원시 성산구  단정로44번길 12,(창원은혜교회 앞)",,생활방범,1,,,30,,055-225-3101,35.21834,128.683921,2018-06-30
경상남도 창원시청,"경상남도 창원시 성산구  단정로76번길 14,(상남공원_솔밭이야기 앞)",,생활방범,1,,,30,,055-225-3101,35.21679,128.68629,2018-06-30
경상남도 창원시청,"경상남도 창원시 성산구  동산로72번길 2,(웅남중학교웅비관 뒤_정다원 앞)_1",,생활방범,1,,,30,,055-225-3101,35.215597,128.687928,2018-06-30
경상남도 창원시청,"경상남도 창원시 성산구  동산로72번길 2,(웅남중학교웅비관 뒤_정다원 앞)_2",,생활방범,1,,,30,,055-225-3101,35.215597,128.687928,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  상남동 45-2 (중앙체육공원 내_농구대 앞),,생활방범,1,,,30,,055-225-3101,35.214743,128.691068,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  상남동 507-2(창원중앙여고 앞 등산로 길)_1,,생활방범,1,,,30,,055-225-3101,35.213631,128.692184,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  상남동 507-2(창원중앙여고 앞 등산로 길_2,,생활방범,1,,,30,,055-225-3101,35.213631,128.692184,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  토월로44번길 11(여호와의 증인의 왕국회관 뒤)_1,,생활방범,1,,,30,,055-225-3101,35.21606,128.682674,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  토월로44번길 11(여호와의 증인의 왕국회관 뒤)_2,,생활방범,1,,,30,,055-225-3101,35.21606,128.682674,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  단정로58번길 6(상남경로당 옆)_1,,생활방범,1,,,30,,055-225-3101,35.217953,128.6855827,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  단정로58번길 6(상남경로당 옆)_2,,생활방범,1,,,30,,055-225-3101,35.217953,128.6855827,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  단정로58번길 6(상남경로당 옆)_2,,생활방범,1,,,30,,055-225-3101,35.217953,128.6855827,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  단정로76번길 35(의성전기. 대연 앞)_1,,생활방범,1,,,30,,055-225-3101,35.215294,128.686244,2018-06-30
경상남도 창원시청,"경상남도 창원시 성산구  단정로76번길 35(의성전기, 대연 앞)_2",,생활방범,1,,,30,,055-225-3101,35.215294,128.686244,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  단정로44번길 6(이좁숯불갈비 앞),,생활방범,1,,,30,,055-225-3101,35.218742,128.684386,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  동산로73번길 22-13(전통찻집_해와 달이 머무는 앞),,생활방범,1,,,30,,055-225-3101,35.21878,128.684999,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  상남동 24(상남분수공원)_1,,생활방범,1,,,30,,055-225-3101,35.2221,128.682533,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  상남동 24(상남분수공원)_2,,생활방범,1,,,30,,055-225-3101,35.222358,128.684241,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  상남동 502-1(토월천 제5호교),,생활방범,1,,,30,,055-225-3101,35.217069,128.680127,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  동산로48번길 13(주택가 도로)_1,,생활방범,1,,,30,,055-225-3101,35.21398,128.687211,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  동산로48번길 13(주택가 도로)_2,,생활방범,1,,,30,,055-225-3101,35.21398,128.687211,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  상남동 507-3(성원아파트 505동 출입구 토성부동산 앞)_1,,생활방범,1,,,30,,055-225-3101,35.213987,128.694215,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  상남동 507-3(성원아파트 505동 출입구 토성부동산 앞)_2,,생활방범,1,,,30,,055-225-3101,35.213987,128.694215,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구 단정로76번길 4(상남공원_대한합기도 제일도장 앞),,생활방범,1,,,30,,055-225-3101,35.216989,128.687357,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구 단정로76번길 10(상남공원_공간을 이해하는 가구 앞),,생활방범,1,,,30,,055-225-3101,35.217092,128.686591,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구 동산로55번길 40-11(주택가 삼거리)_1,,생활방범,1,,,30,,055-225-3101,35.217286,128.68332,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구 동산로55번길 40-11(주택가 삼거리)_2,,생활방범,1,,,30,,055-225-3101,35.217286,128.68332,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  마디미로 23(상남시장사거리)_1,,생활방범,1,,,30,,055-225-3101,35.222292,128.684528,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  마디미로 23(상남시장사거리)_2,,생활방범,1,,,30,,055-225-3101,35.222292,128.684528,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  마디미로 23(상남시장사거리)_3,,생활방범,1,,,30,,055-225-3101,35.2225248,128.684511,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  마디미로 23(상남시장사거리)_4,,생활방범,1,,,30,,055-225-3101,35.2225248,128.684511,2018-06-30
경상남도 창원시청,"경상남도 창원시 성산구  정동로162번길 74,(대우상가 앞)",,생활방범,1,,,30,,055-225-3101,35.201004,128.698279,2018-06-30
경상남도 창원시청,"경상남도 창원시 성산구  동산로176번길 35-24,(사파민원센터 앞)",,생활방범,1,,,30,,055-225-3101,35.221757,128.698689,2018-06-30
경상남도 창원시청,"경상남도 창원시 성산구  동산로176번길 48,(사파정병움동장_무인빨래방 앞)",,생활방범,1,,,30,,055-225-3101,35.220574,128.698235,2018-06-30
경상남도 창원시청,"경상남도 창원시 성산구  비음로4번길 38,(CU창원사파사랑점 앞)",,생활방범,1,,,30,,055-225-3101,35.225843,128.699086,2018-06-30
경상남도 창원시청,"경상남도 창원시 성산구  창이대로664번길 10,(주택가 사거리)",,생활방범,1,,,30,,055-225-3101,35.221764,128.698638,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  창이대로664번길 10(주택가사거리)_2,,생활방범,1,,,30,,055-225-3101,35.224366,128.6978369,2018-06-30
경상남도 창원시청,"경상남도 창원시 성산구  비음로 45,(레뉴어빌딩_솔백한의원 앞)",,생활방범,1,,,30,,055-225-3101,35.228511,128.700423,2018-06-30
경상남도 창원시청,"경상남도 창원시 성산구  비음로67번길 5,(주택가 사거리)_1",,생활방범,1,,,30,,055-225-3101,35.226981,128.702188,2018-06-30
경상남도 창원시청,"경상남도 창원시 성산구  비음로67번길 5,(주택가 사거리)_2",,생활방범,1,,,30,,055-225-3101,35.226981,128.702188,2018-06-30
경상남도 창원시청,"경상남도 창원시 성산구  창이대로707번길 18,(주택가 사거리)",,생활방범,1,,,30,,055-225-3101,35.222404,128.702797,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  동산로192번길 13(신동아마트 앞),,생활방범,1,,,30,,055-225-3101,35.223359,128.697009,2018-06-30
경상남도 창원시청,"경상남도 창원시 성산구  창이대로722번길 12,(사파중학교 뒤_주택가 삼거리)_1",,생활방범,1,,,30,,055-225-3101,35.219861,128.699969,2018-06-30
경상남도 창원시청,"경상남도 창원시 성산구  창이대로719번길 31,(창원사파고 뒤_FC편의점 앞)",,생활방범,1,,,30,,055-225-3101,35.222,128.70475,2018-06-30
경상남도 창원시청,"경상남도 창원시 성산구  정동로162번길 31,(대우아파트 203동 앞_금호운수노동조합 뒤)_1",,생활방범,1,,,30,,055-225-3101,35.20404,128.692954,2018-06-30
경상남도 창원시청,"경상남도 창원시 성산구  정동로162번길 31,(대우아파트 203동 앞_금호운수노동조합 뒤)_2",,생활방범,1,,,30,,055-225-3101,35.20404,128.692954,2018-06-30
경상남도 창원시청,"경상남도 창원시 성산구  동산로 162,(무궁화상가)_1",,생활방범,1,,,30,,055-225-3101,35.221663,128.693789,2018-06-30
경상남도 창원시청,"경상남도 창원시 성산구  동산로 162, (사파동)_2",,생활방범,1,,,30,,055-225-3101,35.221663,128.693789,2018-06-30
경상남도 창원시청,"경상남도 창원시 성산구  동산로 162, (사파동)_3",,생활방범,1,,,30,,055-225-3101,35.221663,128.693789,2018-06-30
경상남도 창원시청,"경상남도 창원시 성산구  비음로 14번길 9-1, (주택가)_1",,생활방범,1,,,30,,055-225-3101,35.228718,128.698298,2018-06-30
경상남도 창원시청,"경상남도 창원시 성산구  비음로 14번길 9-1, (주택가)_2",,생활방범,1,,,30,,055-225-3101,35.228718,128.698298,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  창이대로664번길 21(신동아마트 앞)_1,,생활방범,1,,,30,,055-225-3101,35.223372,128.69698,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  창이대로664번길 21(신동아마트 앞)_2,,생활방범,1,,,30,,055-225-3101,35.223372,128.69698,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  비음로45번길 19(고산정 식당 앞)_1,,생활방범,1,,,30,,055-225-3101,35.229399,128.70202,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  비음로45번길 19(고산정 식당 앞)_2,,생활방범,1,,,30,,055-225-3101,35.229399,128.70202,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  창이대로706번길 8(르노삼성서비스센터 뒤)_1,,생활방범,1,,,30,,055-225-3101,35.221542,128.700058,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  창이대로706번길 8(르노삼성서비스센터 뒤)_1,,생활방범,1,,,30,,055-225-3101,35.221542,128.700058,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  비음로24번길 65(주택가 삼거리),,생활방범,1,,,30,,055-225-3101,35.224676,128.702483,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  대정로 131(대방덕산타운아파트 104동과 105동입구 주차장)_1,,생활방범,1,,,30,,055-225-3101,35.213849,128.706464,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  대정로 131(대방덕산타운아파트 104동과 105동입구 주차장)_1,,생활방범,1,,,30,,055-225-3101,35.213849,128.706464,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  비음로 7-9(임시주차장 앞 삼거리),,생활방범,1,,,30,,055-225-3101,35.229395,128.697196,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  대방동 378-1(대방천_대암초등 사거리),,생활방범,1,,,30,,055-225-3101,35.206013,128.711052,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  신사로 113(동서아파트 2동 옆_최고마트 앞 삼거리)_1,,생활방범,1,,,30,,055-225-3101,35.221373,128.696114,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  신사로 113(동서아파트 2동 옆_최고마트 앞 삼거리)_2,,생활방범,1,,,30,,055-225-3101,35.221373,128.696114,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  신사로 113(동서아파트 2동 옆_최고마트 앞 삼거리)_3,,생활방범,1,,,30,,055-225-3101,35.221373,128.696114,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  비음로4번길 37-39(창원지방검찰청 옆 공영주차장 입구)_1,,생활방범,1,,,30,,055-225-3101,35.226606,128.70045,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  비음로4번길 37-39(창원지방검찰청 옆 공영주차장 입구)_2,,생활방범,1,,,30,,055-225-3101,35.226606,128.70045,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  창이대로719번길 21(창원사파고교 정문 앞)_1,,생활방범,1,,,30,,055-225-3101,35.221591,128.703842,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  창이대로719번길 21(창원사파고교 정문 앞)_1,,생활방범,1,,,30,,055-225-3101,35.221591,128.703842,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  창이대로664번길 38(강정어린이공원 앞),,생활방범,1,,,30,,055-225-3101,35.222319,128.696085,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  창이대로664번길 32(교회 앞 공원 방향),,생활방범,1,,,30,,055-225-3101,35.2226786,128.6962718,2018-06-30
경상남도 창원시청,"경상남도 창원시 성산구  창이대로722번길 12,(사파중학교 뒤_주택가 삼거리)_2",,생활방범,1,,,30,,055-225-3101,35.219861,128.699969,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  비음로 55번길 39(창원침혜교회 앞 삼거리)_1,,생활방범,1,,,30,,055-225-3101,35.230335,128.70388,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  비음로 55번길 39(창원침혜교회 앞 삼거리)_2,,생활방범,1,,,30,,055-225-3101,35.230335,128.70388,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  비음로 55번길 39(창원침혜교회 앞 삼거리)_3,,생활방범,1,,,30,,055-225-3101,35.230335,128.70388,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  비음로 27번길 8-3(주택가 삼거리)_1,,생활방범,1,,,30,,055-225-3101,35.230066,128.69989,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  비음로 27번길 8-3(주택가 삼거리)_2,,생활방범,1,,,30,,055-225-3101,35.230066,128.69989,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  비음로 27번길 8-3(주택가 삼거리)_3,,생활방범,1,,,30,,055-225-3101,35.230066,128.69989,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구 비음로 114(축구센터 앞)_1,,생활방범,1,,,30,,055-225-3101,35.2231496,128.7039494,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구 비음로 114(축구센터 앞)_2,,생활방범,1,,,30,,055-225-3101,35.2231496,128.7039494,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구 대방동 336-6(솔밭공원)_1,,생활방범,1,,,30,,055-225-3101,35.2176605,128.7082255,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구 대방동 336-6(솔밭공원)_2,,생활방범,1,,,30,,055-225-3101,35.2176605,128.7082255,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  사파동 160-1(토월공원)_1,,생활방범,1,,,30,,055-225-3101,35.2330602,128.6942784,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  사파동 160-1(토월공원)_2,,생활방범,1,,,30,,055-225-3101,35.2331551,128.6949081,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  창이대로684번길 9(주택가 삼거리),,생활방범,1,,,30,,055-225-3101,35.2231263,128.6990268,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  사파동 44-5(어린이 공원)_2,,생활방범,1,,,30,,055-225-3101,35.2284148,128.7016794,2018-06-30
경상남도 창원시청,"경상남도 창원시 성산구  가양로34번길 9,(옥스포드빌딩 앞)_1",,생활방범,1,,,30,,055-225-3101,35.204646,128.69987,2018-06-30
경상남도 창원시청,"경상남도 창원시 성산구  가양로34번길 9,(옥스포드빌딩 앞)_2",,생활방범,1,,,30,,055-225-3101,35.204646,128.69987,2018-06-30
경상남도 창원시청,"경상남도 창원시 성산구  가양로52번길 16,(시립가음어린이집 놀이터 옆)_1",,생활방범,1,,,30,,055-225-3101,35.205631,128.701386,2018-06-30
경상남도 창원시청,"경상남도 창원시 성산구  가양로52번길 16,(시립가음어린이집 놀이터 옆)_1",,생활방범,1,,,30,,055-225-3101,35.205631,128.701386,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  가음로57번길 11(나래어린이공원_남양자람터어린이집 앞),,생활방범,1,,,30,,055-225-3101,35.208248,128.70306,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  가음로73번길 21(성산스포츠 센처 앞)_1,,생활방범,1,,,30,,055-225-3101,35.207203,128.704866,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  가음로73번길 21(성산스포츠 센처 앞)_2,,생활방범,1,,,30,,055-225-3101,35.207203,128.704866,2018-06-30
경상남도 창원시청,"경상남도 창원시 성산구  가음로101번길 6-1,(94호공원 앞 주차장 입구)",,생활방범,1,,,30,,055-225-3101,35.204609,128.70438,2018-06-30
경상남도 창원시청,"경상남도 창원시 성산구  가양로58번길 7,(대방천 옆)",,생활방범,1,,,30,,055-225-3101,35.206536,128.701264,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  가음정로 67번길 67(산책로)_1,,생활방범,1,,,30,,055-225-3101,35.212147,128.692683,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  가음정로 67번길 67(산책로)_2,,생활방범,1,,,30,,055-225-3101,35.212147,128.692683,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  가음로57번길 4-3(또또슈퍼 앞)_1,,생활방범,1,,,30,,055-225-3101,35.208101,128.702196,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  가음로57번길 4-3(또또슈퍼 앞)_2,,생활방범,1,,,30,,055-225-3101,35.208101,128.702196,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  가양로98번길 5(하나더인테리어 앞),,생활방범,1,,,30,,055-225-3101,35.208447,128.703988,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  가음정로37-1)월드마트 앞 삼거리)_1,,생활방범,1,,,30,,055-225-3101,35.209385,128.688452,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  가음정로37-1)월드마트 앞 삼거리)_2,,생활방범,1,,,30,,055-225-3101,35.209385,128.688452,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구 가음정로 23(주택가 삼거리)_1,,생활방범,1,,,30,,055-225-3101,35.210192,128.687046,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구 가음정로 23(주택가 삼거리)_2,,생활방범,1,,,30,,055-225-3101,35.210192,128.687046,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구 가음정로 23(주택가 삼거리)_3,,생활방범,1,,,30,,055-225-3101,35.210192,128.687046,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  가음로101번길 6-24(GS25창원터줏골점 앞 삼거리)_1,,생활방범,1,,,30,,055-225-3101,35.203655,128.705147,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  가음로101번길 6-24(GS25창원터줏골점 앞 삼거리)_2,,생활방범,1,,,30,,055-225-3101,35.203655,128.705147,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  가음로117번길 19(대방동 버스차고지 앞 삼거리)_1,,생활방범,1,,,30,,055-225-3101,35.204884,128.70608,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  가음로117번길 19(대방동 버스차고지 앞 삼거리)_2,,생활방범,1,,,30,,055-225-3101,35.204884,128.70608,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  가음로92번길 5(남창원농협주유소 옆_의령소바 맞은편)_1,,생활방범,1,,,30,,055-225-3101,35.204867,128.702563,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  가음로92번길 5(남창원농협주유소 옆_의령소바 맞은편)_2,,생활방범,1,,,30,,055-225-3101,35.204867,128.702563,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  가양로52번길 3(주택가 삼거리 앞)_1,,생활방범,1,,,30,,055-225-3101,35.206336,128.700605,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  가양로52번길 3(주택가 삼거리 앞)_2,,생활방범,1,,,30,,055-225-3101,35.206336,128.700605,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  가음정로23번길 10-2(한림풀에버 101동_주택가 삼거리 앞)_1,,생활방범,1,,,30,,055-225-3101,35.210853,128.687666,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  가음정로23번길 10-2(한림풀에버 101동_주택가 삼거리 앞)_2,,생활방범,1,,,30,,055-225-3101,35.210853,128.687666,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  가음정로11(주택가 앞),,생활방범,1,,,30,,055-225-3101,35.210759,128.686054,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  가음정로11(주택가 앞)_2,,생활방범,1,,,30,,055-225-3101,35.210759,128.686054,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구 가음동 28(남산녹지공원 앞 삼거리)_1,,생활방범,1,,,30,,055-225-3101,35.2023323,128.7007053,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구 가음동 28(남산녹지공원 앞 삼거리)_2,,생활방범,1,,,30,,055-225-3101,35.2023323,128.7007053,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구 가양로34번길 11(공영주차장)_1,,생활방범,1,,,30,,055-225-3101,35.2048108,128.7006572,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구 가양로34번길 11(공영주차장)_2,,생활방범,1,,,30,,055-225-3101,35.2048108,128.7006572,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구 가음동 31(장미공원),,생활방범,1,,,30,,055-225-3101,35.2074423,128.6917,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구 가양로98번길 11(공영주차장),,생활방범,1,,,30,,055-225-3101,35.2077557,128.7040928,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구 가음정로11(주택가 앞)_3,,생활방범,1,,,30,,055-225-3101,35.2107975,128.6860363,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  삼정자로63번길 17(주택가 사거리 앞)_1,,생활방범,1,,,30,,055-225-3101,35.199681,128.712687,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  삼정자로63번길 17(주택가 사거리 앞)_2,,생활방범,1,,,30,,055-225-3101,35.199681,128.712687,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  삼정자로63번길 17(주택가 사거리 앞)_3,,생활방범,1,,,30,,055-225-3101,35.199681,128.712687,2018-06-30
경상남도 창원시청,"경상남도 창원시 성산구  안민안길 28, (안민새마을금고 앞)_1",,생활방범,1,,,30,,055-225-3101,35.18727,128.692082,2018-06-30
경상남도 창원시청,"경상남도 창원시 성산구  안민안길 28, (안민새마을금고 앞)_2",,생활방범,1,,,30,,055-225-3101,35.18727,128.692082,2018-06-30
경상남도 창원시청,"경상남도 창원시 성산구  안민안길 28, (안민새마을금고 앞)_3",,생활방범,1,,,30,,055-225-3101,35.18727,128.692082,2018-06-30
경상남도 창원시청,"경상남도 창원시 성산구  안민안길 28, (안민새마을금고 앞)_4",,생활방범,1,,,30,,055-225-3101,35.18727,128.692082,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  성주로 147 (대우아파트 상가 앞),,생활방범,1,,,30,,055-225-3101,35.199072,128.701648,2018-06-30
경상남도 창원시청,"경상남도 창원시 성산구  삼정자로 78, (효성해링턴코트 128동 옆)",,생활방범,1,,,30,,055-225-3101,35.195522,128.7134,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  성주동 111-2(성주공원내 미끄럼틀 놀이터 앞),,생활방범,1,,,30,,055-225-3101,35.199988,128.710845,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  곰절길 191(삼정자공원_화장실 앞),,생활방범,1,,,30,,055-225-3101,35.197378,128.707724,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  천선동 365번지(천선소공원 내)_1,,생활방범,1,,,30,,055-225-3101,35.188837,128.708096,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  천선동 365번지(천선소공원 내)_2,,생활방범,1,,,30,,055-225-3101,35.188837,128.708096,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  성산구 안민동 135(대동한솔아파트 101동 앞)_1,,생활방범,1,,,30,,055-225-3101,35.184778,128.693007,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  성산구 안민동 135(대동한솔아파트 101동 앞)_2,,생활방범,1,,,30,,055-225-3101,35.184778,128.693007,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  성산구 안민동 산50-2(안민중학교 주차장 앞)_1,,생활방범,1,,,30,,055-225-3101,35.183522,128.692879,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  성산구 안민동 산50-2(안민중학교 주차장 앞)_2,,생활방범,1,,,30,,055-225-3101,35.184005,128.69303,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  공단로 735(성주동주민센터 분수대 앞),,생활방범,1,,,30,,055-225-3101,35.189126,128.694134,2018-06-30
경상남도 창원시청,경상남도 창원시 성산구  삼정자로41번길 10(성주빌딩_GS창원성주점 앞)__1,,생활방범,1,,,30,,055-225-3101,35.198883,128.710837,2018-06-30
