,관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치년월,관리기관전화번호,위도,경도,데이터기준일자
376,창원시설공단,경상남도 창원시 의창구 사림로 99번길 63_42,경상남도 창원시 의창구 퇴촌동 산28,시설물관리,1,200.0,"건물 내외부, 주차장",30,2018-04,055-712-0725,35.250966,128.684034,2018-08-17
377,창원시설공단,경상남도 창원시 의창구 사림로 99번길 63_43,경상남도 창원시 의창구 퇴촌동 산28,시설물관리,1,200.0,"건물 내외부, 주차장",30,2018-04,055-712-0725,35.250966,128.684034,2018-08-17
378,창원시설공단,경상남도 창원시 의창구 사림로 99번길 63_44,경상남도 창원시 의창구 퇴촌동 산28,시설물관리,1,200.0,"건물 내외부, 주차장",30,2018-04,055-712-0725,35.250966,128.684034,2018-08-17
379,창원시설공단,경상남도 창원시 의창구 사림로 99번길 63_45,경상남도 창원시 의창구 퇴촌동 산28,시설물관리,1,200.0,"건물 내외부, 주차장",30,2018-04,055-712-0725,35.250966,128.684034,2018-08-17
380,창원시설공단,경상남도 창원시 의창구 사림로 99번길 63_46,경상남도 창원시 의창구 퇴촌동 산28,시설물관리,1,200.0,"건물 내외부, 주차장",30,2018-04,055-712-0725,35.250966,128.684034,2018-08-17
381,창원시설공단,경상남도 창원시 의창구 사림로 99번길 63_47,경상남도 창원시 의창구 퇴촌동 산28,시설물관리,1,200.0,"건물 내외부, 주차장",30,2018-04,055-712-0725,35.250966,128.684034,2018-08-17
382,창원시설공단,경상남도 창원시 의창구 사림로 99번길 63_48,경상남도 창원시 의창구 퇴촌동 산28,시설물관리,1,200.0,"건물 내외부, 주차장",30,2018-04,055-712-0725,35.250966,128.684034,2018-08-17
383,창원시설공단,경상남도 창원시 의창구 사림로 99번길 63_49,경상남도 창원시 의창구 퇴촌동 산28,시설물관리,1,200.0,"건물 내외부, 주차장",30,2018-04,055-712-0725,35.250966,128.684034,2018-08-17
384,창원시설공단,경상남도 창원시 의창구 사림로 99번길 63_50,경상남도 창원시 의창구 퇴촌동 산28,시설물관리,1,200.0,"건물 내외부, 주차장",30,2018-04,055-712-0725,35.250966,128.684034,2018-08-17
385,창원시설공단,경상남도 창원시 의창구 사림로 99번길 63_51,경상남도 창원시 의창구 퇴촌동 산28,시설물관리,1,200.0,"건물 내외부, 주차장",30,2018-04,055-712-0725,35.250966,128.684034,2018-08-17
386,창원시설공단,경상남도 창원시 의창구 사림로 99번길 63_52,경상남도 창원시 의창구 퇴촌동 산28,시설물관리,1,200.0,"건물 내외부, 주차장",30,2018-04,055-712-0725,35.250966,128.684034,2018-08-17
387,창원시설공단,경상남도 창원시 의창구 사림로 99번길 63_53,경상남도 창원시 의창구 퇴촌동 산28,시설물관리,1,200.0,"건물 내외부, 주차장",30,2018-04,055-712-0725,35.250966,128.684034,2018-08-17
388,창원시설공단,경상남도 창원시 의창구 사림로 99번길 63_54,경상남도 창원시 의창구 퇴촌동 산28,시설물관리,1,200.0,"건물 내외부, 주차장",30,2018-04,055-712-0725,35.250966,128.684034,2018-08-17
389,창원시설공단,경상남도 창원시 의창구 사림로 99번길 63_55,경상남도 창원시 의창구 퇴촌동 산28,시설물관리,1,200.0,"건물 내외부, 주차장",30,2018-04,055-712-0725,35.250966,128.684034,2018-08-17
390,창원시설공단,경상남도 창원시 의창구 사림로 99번길 63_56,경상남도 창원시 의창구 퇴촌동 산28,시설물관리,1,200.0,"건물 내외부, 주차장",30,2018-04,055-712-0725,35.250966,128.684034,2018-08-17
391,창원시설공단,경상남도 창원시 의창구 사림로 99번길 63_57,경상남도 창원시 의창구 퇴촌동 산28,시설물관리,1,200.0,"건물 내외부, 주차장",30,2018-04,055-712-0725,35.250966,128.684034,2018-08-17
392,창원시설공단,경상남도 창원시 의창구 사림로 99번길 63_58,경상남도 창원시 의창구 퇴촌동 산28,시설물관리,1,200.0,"건물 내외부, 주차장",30,2018-04,055-712-0725,35.250966,128.684034,2018-08-17
393,창원시설공단,경상남도 창원시 의창구 사림로 99번길 63_59,경상남도 창원시 의창구 퇴촌동 산28,시설물관리,1,200.0,"건물 내외부, 주차장",30,2018-04,055-712-0725,35.250966,128.684034,2018-08-17
394,창원시설공단,경상남도 창원시 의창구 사림로 99번길 63_60,경상남도 창원시 의창구 퇴촌동 산28,시설물관리,1,200.0,"건물 내외부, 주차장",30,2018-04,055-712-0725,35.250966,128.684034,2018-08-17
395,창원시설공단,경상남도 창원시 의창구 사림로 99번길 63_61,경상남도 창원시 의창구 퇴촌동 산28,시설물관리,1,200.0,"건물 내외부, 주차장",30,2018-04,055-712-0725,35.250966,128.684034,2018-08-17
396,창원시설공단,경상남도 창원시 의창구 사림로 99번길 63_62,경상남도 창원시 의창구 퇴촌동 산28,시설물관리,1,200.0,"건물 내외부, 주차장",30,2018-04,055-712-0725,35.250966,128.684034,2018-08-17
397,창원시설공단,경상남도 창원시 의창구 사림로 99번길 63_63,경상남도 창원시 의창구 퇴촌동 산28,시설물관리,1,200.0,"건물 내외부, 주차장",30,2018-04,055-712-0725,35.250966,128.684034,2018-08-17
398,창원시설공단,경상남도 창원시 의창구 사림로 99번길 63_64,경상남도 창원시 의창구 퇴촌동 산28,시설물관리,1,200.0,"건물 내외부, 주차장",30,2018-04,055-712-0725,35.250966,128.684034,2018-08-17
399,창원시설공단,경상남도 창원시 마산회원구 삼호로 63_1,경상남도 창원시 마산회원구 양덕동 477,시설물관리,1,41.0,올림픽기념관 외곽 지역,14,2012-12,055-712-0509,35.221915,128.582301,2018-08-17
400,창원시설공단,경상남도 창원시 마산회원구 삼호로 63_2,경상남도 창원시 마산회원구 양덕동 477,시설물관리,1,41.0,올림픽기념관 외곽 지역,14,2012-12,055-712-0509,35.221915,128.582301,2018-08-17
401,창원시설공단,경상남도 창원시 마산회원구 삼호로 63_3,경상남도 창원시 마산회원구 양덕동 477,시설물관리,1,41.0,올림픽기념관 외곽 지역,14,2012-12,055-712-0509,35.221915,128.582301,2018-08-17
402,창원시설공단,경상남도 창원시 마산회원구 삼호로 63_4,경상남도 창원시 마산회원구 양덕동 477,시설물관리,1,41.0,올림픽기념관 외곽 지역,14,2012-12,055-712-0509,35.221915,128.582301,2018-08-17
403,창원시설공단,경상남도 창원시 마산회원구 삼호로 63_1,경상남도 창원시 마산회원구 양덕동 477,시설물관리,1,41.0,올림픽기념관 내부,14,2012-12,055-712-0509,35.221915,128.582301,2018-08-17
404,창원시설공단,경상남도 창원시 마산회원구 삼호로 63_2,경상남도 창원시 마산회원구 양덕동 477,시설물관리,1,41.0,올림픽기념관 내부,14,2012-12,055-712-0509,35.221915,128.582301,2018-08-17
405,창원시설공단,경상남도 창원시 마산회원구 삼호로 63_3,경상남도 창원시 마산회원구 양덕동 477,시설물관리,1,41.0,올림픽기념관 내부,14,2012-12,055-712-0509,35.221915,128.582301,2018-08-17
406,창원시설공단,경상남도 창원시 마산회원구 삼호로 63_1,경상남도 창원시 마산회원구 양덕동 477,시설물관리,1,200.0,보조경기장 외 2개소,14,2017-03,055-712-0509,35.221915,128.582301,2018-08-17
407,창원시설공단,경상남도 창원시 마산회원구 삼호로 63_2,경상남도 창원시 마산회원구 양덕동 477,시설물관리,1,200.0,보조경기장 외 2개소,14,2017-03,055-712-0509,35.221915,128.582301,2018-08-17
408,창원시설공단,경상남도 창원시 마산회원구 삼호로 63_3,경상남도 창원시 마산회원구 양덕동 477,시설물관리,1,200.0,보조경기장 외 2개소,14,2017-03,055-712-0509,35.221915,128.582301,2018-08-17
409,창원시설공단,경상남도 창원시 마산회원구 삼호로 63_4,경상남도 창원시 마산회원구 양덕동 477,시설물관리,1,200.0,보조경기장 외 2개소,14,2017-03,055-712-0509,35.221915,128.582301,2018-08-17
410,창원시설공단,경상남도 창원시 마산회원구 삼호로 63_5,경상남도 창원시 마산회원구 양덕동 477,시설물관리,1,200.0,보조경기장 외 2개소,14,2017-03,055-712-0509,35.221915,128.582301,2018-08-17
411,창원시설공단,경상남도 창원시 마산회원구 삼호로 63_6,경상남도 창원시 마산회원구 양덕동 477,시설물관리,1,200.0,보조경기장 외 2개소,14,2017-03,055-712-0509,35.221915,128.582301,2018-08-17
412,창원시설공단,경상남도 창원시 마산회원구 삼호로 63_7,경상남도 창원시 마산회원구 양덕동 477,시설물관리,1,200.0,보조경기장 외 2개소,14,2017-03,055-712-0509,35.221915,128.582301,2018-08-17
413,창원시설공단,경상남도 창원시 마산회원구 삼호로 63_8,경상남도 창원시 마산회원구 양덕동 477,시설물관리,1,200.0,보조경기장 외 2개소,14,2017-03,055-712-0509,35.221915,128.582301,2018-08-17
414,창원시설공단,경상남도 창원시 마산회원구 삼호로 63_9,경상남도 창원시 마산회원구 양덕동 477,시설물관리,1,200.0,보조경기장 외 2개소,14,2017-03,055-712-0509,35.221915,128.582301,2018-08-17
415,창원시설공단,경상남도 창원시 마산회원구 삼호로 63_10,경상남도 창원시 마산회원구 양덕동 477,시설물관리,1,200.0,보조경기장 외 2개소,14,2017-03,055-712-0509,35.221915,128.582301,2018-08-17
416,창원시설공단,경상남도 창원시 마산회원구 삼호로 63_1,경상남도 창원시 마산회원구 양덕동 477,시설물관리,1,200.0,실내수영장 외 3개소,14,2018-06,055-712-0509,35.221915,128.582301,2018-08-17
417,창원시설공단,경상남도 창원시 마산회원구 삼호로 63_2,경상남도 창원시 마산회원구 양덕동 477,시설물관리,1,200.0,실내수영장 외 3개소,14,2018-06,055-712-0509,35.221915,128.582301,2018-08-17
418,창원시설공단,경상남도 창원시 마산회원구 삼호로 63_3,경상남도 창원시 마산회원구 양덕동 477,시설물관리,1,200.0,실내수영장 외 3개소,14,2018-06,055-712-0509,35.221915,128.582301,2018-08-17
419,창원시설공단,경상남도 창원시 마산회원구 삼호로 63_4,경상남도 창원시 마산회원구 양덕동 477,시설물관리,1,200.0,실내수영장 외 3개소,14,2018-06,055-712-0509,35.221915,128.582301,2018-08-17
420,창원시설공단,경상남도 창원시 마산회원구 삼호로 63_5,경상남도 창원시 마산회원구 양덕동 477,시설물관리,1,200.0,실내수영장 외 3개소,14,2018-06,055-712-0509,35.221915,128.582301,2018-08-17
421,창원시설공단,경상남도 창원시 마산회원구 삼호로 63_6,경상남도 창원시 마산회원구 양덕동 477,시설물관리,1,200.0,실내수영장 외 3개소,14,2018-06,055-712-0509,35.221915,128.582301,2018-08-17
422,창원시설공단,경상남도 창원시 마산회원구 삼호로 63_7,경상남도 창원시 마산회원구 양덕동 477,시설물관리,1,200.0,실내수영장 외 3개소,14,2018-06,055-712-0509,35.221915,128.582301,2018-08-17
423,창원시설공단,경상남도 창원시 마산회원구 삼호로 63_8,경상남도 창원시 마산회원구 양덕동 477,시설물관리,1,200.0,실내수영장 외 3개소,14,2018-06,055-712-0509,35.221915,128.582301,2018-08-17
424,창원시설공단,경상남도 창원시 마산회원구 삼호로 63_9,경상남도 창원시 마산회원구 양덕동 477,시설물관리,1,200.0,실내수영장 외 3개소,14,2018-06,055-712-0509,35.221915,128.582301,2018-08-17
425,창원시설공단,경상남도 창원시 마산회원구 삼호로 63_10,경상남도 창원시 마산회원구 양덕동 477,시설물관리,1,200.0,실내수영장 외 3개소,14,2018-06,055-712-0509,35.221915,128.582301,2018-08-17
426,창원시설공단,경상남도 창원시 마산회원구 삼호로 63_11,경상남도 창원시 마산회원구 양덕동 477,시설물관리,1,200.0,실내수영장 외 3개소,14,2018-06,055-712-0509,35.221915,128.582301,2018-08-17
427,창원시설공단,경상남도 창원시 마산회원구 삼호로 63_12,경상남도 창원시 마산회원구 양덕동 477,시설물관리,1,200.0,실내수영장 외 3개소,14,2018-06,055-712-0509,35.221915,128.582301,2018-08-17
428,창원시설공단,경상남도 창원시 마산회원구 삼호로 63_13,경상남도 창원시 마산회원구 양덕동 477,시설물관리,1,200.0,실내수영장 외 3개소,14,2018-06,055-712-0509,35.221915,128.582301,2018-08-17
429,창원시설공단,경상남도 창원시 마산회원구 삼호로 63_14,경상남도 창원시 마산회원구 양덕동 477,시설물관리,1,200.0,실내수영장 외 3개소,14,2018-06,055-712-0509,35.221915,128.582301,2018-08-17
430,창원시설공단,경상남도 창원시 마산회원구 삼호로 63_15,경상남도 창원시 마산회원구 양덕동 477,시설물관리,1,200.0,실내수영장 외 3개소,14,2018-06,055-712-0509,35.221915,128.582301,2018-08-17
431,창원시설공단,경상남도 창원시 마산회원구 삼호로 63_16,경상남도 창원시 마산회원구 양덕동 477,시설물관리,1,200.0,실내수영장 외 3개소,14,2018-06,055-712-0509,35.221915,128.582301,2018-08-17
432,창원시설공단,경상남도 창원시 마산회원구 삼호로 63_17,경상남도 창원시 마산회원구 양덕동 477,시설물관리,1,200.0,실내수영장 외 3개소,14,2018-06,055-712-0509,35.221915,128.582301,2018-08-17
433,창원시설공단,경상남도 창원시 마산회원구 삼호로 63_18,경상남도 창원시 마산회원구 양덕동 477,시설물관리,1,200.0,실내수영장 외 3개소,14,2018-06,055-712-0509,35.221915,128.582301,2018-08-17
434,창원시설공단,경상남도 창원시 마산회원구 삼호로 63_19,경상남도 창원시 마산회원구 양덕동 477,시설물관리,1,200.0,실내수영장 외 3개소,14,2018-06,055-712-0509,35.221915,128.582301,2018-08-17
435,창원시설공단,경상남도 창원시 북면 신촌본포로 333번길 42_1,경상남도 창원시 의창구 북면 월계리 162-1,시설물관리,1,41.0,건물방면,10,2009-06,055-712-0972,35.356214,128.633857,2018-08-17
436,창원시설공단,경상남도 창원시 북면 신촌본포로 333번길 42_2,경상남도 창원시 의창구 북면 월계리 162-1,시설물관리,1,41.0,건물방면,10,2009-06,055-712-0972,35.356214,128.633857,2018-08-17
437,창원시설공단,경상남도 창원시 북면 신촌본포로 333번길 42_3,경상남도 창원시 의창구 북면 월계리 162-1,시설물관리,1,41.0,건물방면,10,2009-06,055-712-0972,35.356214,128.633857,2018-08-17
438,창원시설공단,경상남도 창원시 북면 신촌본포로 333번길 42_4,경상남도 창원시 의창구 북면 월계리 162-1,시설물관리,1,41.0,건물방면,10,2009-06,055-712-0972,35.356214,128.633857,2018-08-17
439,창원시설공단,경상남도 창원시 북면 신촌본포로 333번길 42_5,경상남도 창원시 의창구 북면 월계리 162-1,시설물관리,1,41.0,건물방면,10,2009-06,055-712-0972,35.356214,128.633857,2018-08-17
440,창원시설공단,경상남도 창원시 북면 신촌본포로 333번길 42_6,경상남도 창원시 의창구 북면 월계리 162-1,시설물관리,1,41.0,건물방면,10,2009-06,055-712-0972,35.356214,128.633857,2018-08-17
441,창원시설공단,경상남도 창원시 북면 신촌본포로 333번길 42_7,경상남도 창원시 의창구 북면 월계리 162-1,시설물관리,1,41.0,건물방면,10,2009-06,055-712-0972,35.356214,128.633857,2018-08-17
442,창원시설공단,경상남도 창원시 북면 신촌본포로 333번길 42_8,경상남도 창원시 의창구 북면 월계리 162-1,시설물관리,1,41.0,건물방면,10,2009-06,055-712-0972,35.356214,128.633857,2018-08-17
443,창원시설공단,경상남도 창원시 북면 신촌본포로 333번길 42_9,경상남도 창원시 의창구 북면 월계리 162-1,시설물관리,1,41.0,건물방면,10,2009-06,055-712-0972,35.356214,128.633857,2018-08-17
444,창원시설공단,경상남도 창원시 북면 신촌본포로 333번길 42_10,경상남도 창원시 의창구 북면 월계리 162-1,시설물관리,1,41.0,건물방면,10,2009-06,055-712-0972,35.356214,128.633857,2018-08-17
445,창원시설공단,경상남도 창원시 북면 신촌본포로 333번길 42_11,경상남도 창원시 의창구 북면 월계리 162-1,시설물관리,1,41.0,건물방면,10,2009-06,055-712-0972,35.356214,128.633857,2018-08-17
446,창원시설공단,경상남도 창원시 북면 신촌본포로 333번길 42_12,경상남도 창원시 의창구 북면 월계리 162-1,시설물관리,1,41.0,건물방면,10,2009-06,055-712-0972,35.356214,128.633857,2018-08-17
447,창원시설공단,경상남도 창원시 북면 신촌본포로 333번길 42_13,경상남도 창원시 의창구 북면 월계리 162-1,시설물관리,1,41.0,건물방면,10,2009-06,055-712-0972,35.356214,128.633857,2018-08-17
448,창원시설공단,경상남도 창원시 북면 신촌본포로 333번길 42_14,경상남도 창원시 의창구 북면 월계리 162-1,시설물관리,1,41.0,건물방면,10,2009-06,055-712-0972,35.356214,128.633857,2018-08-17
449,창원시설공단,경상남도 창원시 북면 신촌본포로 333번길 42_15,경상남도 창원시 의창구 북면 월계리 162-1,시설물관리,1,41.0,건물방면,10,2009-06,055-712-0972,35.356214,128.633857,2018-08-17
450,창원시설공단,경상남도 창원시 북면 신촌본포로 333번길 42_16,경상남도 창원시 의창구 북면 월계리 162-1,시설물관리,1,41.0,건물방면,10,2009-06,055-712-0972,35.356214,128.633857,2018-08-17
451,창원시설공단,경상남도 창원시 북면 신촌본포로 333번길 42_17,경상남도 창원시 의창구 북면 월계리 162-1,시설물관리,1,41.0,건물방면,10,2009-06,055-712-0972,35.356214,128.633857,2018-08-17
452,창원시설공단,경상남도 창원시 북면 신촌본포로 333번길 42_18,경상남도 창원시 의창구 북면 월계리 162-1,시설물관리,1,41.0,건물방면,10,2009-06,055-712-0972,35.356214,128.633857,2018-08-17
453,창원시설공단,경상남도 창원시 북면 신촌본포로 333번길 42_19,경상남도 창원시 의창구 북면 월계리 162-1,시설물관리,1,41.0,건물방면,10,2009-06,055-712-0972,35.356214,128.633857,2018-08-17
454,창원시설공단,경상남도 창원시 북면 신촌본포로 333번길 42_20,경상남도 창원시 의창구 북면 월계리 162-1,시설물관리,1,41.0,건물방면,10,2009-06,055-712-0972,35.356214,128.633857,2018-08-17
455,창원시설공단,경상남도 창원시 북면 신촌본포로 333번길 42_21,경상남도 창원시 의창구 북면 월계리 162-1,시설물관리,1,41.0,건물방면,10,2009-06,055-712-0972,35.356214,128.633857,2018-08-17
456,창원시설공단,경상남도 창원시 북면 신촌본포로 333번길 42_22,경상남도 창원시 의창구 북면 월계리 162-1,시설물관리,1,41.0,건물방면,10,2009-06,055-712-0972,35.356214,128.633857,2018-08-17
457,창원시설공단,경상남도 창원시 북면 신촌본포로 333번길 42_23,경상남도 창원시 의창구 북면 월계리 162-1,시설물관리,1,41.0,건물방면,10,2009-06,055-712-0972,35.356214,128.633857,2018-08-17
458,창원시설공단,경상남도 창원시 원이대로 56번길 11_1,경상남도 창원시 도계동 467,시설물관리,1,41.0,건물방면,10,2010-04,055-712-0795,35.256056,128.633814,2018-08-17
459,창원시설공단,경상남도 창원시 원이대로 56번길 11_2,경상남도 창원시 도계동 467,시설물관리,1,41.0,건물방면,10,2010-04,055-712-0795,35.256056,128.633814,2018-08-17
460,창원시설공단,경상남도 창원시 원이대로 56번길 11_3,경상남도 창원시 도계동 467,시설물관리,1,41.0,건물방면,10,2010-04,055-712-0795,35.256056,128.633814,2018-08-17
461,창원시설공단,경상남도 창원시 원이대로 56번길 11_4,경상남도 창원시 도계동 467,시설물관리,1,41.0,건물방면,10,2010-04,055-712-0795,35.256056,128.633814,2018-08-17
462,창원시설공단,경상남도 창원시 원이대로 56번길 11_5,경상남도 창원시 도계동 467,시설물관리,1,41.0,건물방면,10,2010-04,055-712-0795,35.256056,128.633814,2018-08-17
463,창원시설공단,경상남도 창원시 원이대로 56번길 11_6,경상남도 창원시 도계동 467,시설물관리,1,41.0,건물방면,10,2010-04,055-712-0795,35.256056,128.633814,2018-08-17
464,창원시설공단,경상남도 창원시 원이대로 56번길 11_7,경상남도 창원시 도계동 467,시설물관리,1,41.0,건물방면,10,2010-04,055-712-0795,35.256056,128.633814,2018-08-17
465,창원시설공단,경상남도 창원시 원이대로 56번길 11_8,경상남도 창원시 도계동 467,시설물관리,1,41.0,건물방면,10,2010-04,055-712-0795,35.256056,128.633814,2018-08-17
466,창원시설공단,경상남도 창원시 원이대로 56번길 11_9,경상남도 창원시 도계동 467,시설물관리,1,41.0,건물방면,10,2010-04,055-712-0795,35.256056,128.633814,2018-08-17
467,창원시설공단,경상남도 창원시 원이대로 56번길 11_10,경상남도 창원시 도계동 467,시설물관리,1,41.0,건물방면,10,2010-04,055-712-0795,35.256056,128.633814,2018-08-17
468,창원시설공단,경상남도 창원시 원이대로 56번길 11_11,경상남도 창원시 도계동 467,시설물관리,1,41.0,건물방면,10,2010-04,055-712-0795,35.256056,128.633814,2018-08-17
469,창원시설공단,경상남도 창원시 원이대로 56번길 11_12,경상남도 창원시 도계동 467,시설물관리,1,41.0,건물방면,10,2010-04,055-712-0795,35.256056,128.633814,2018-08-17
470,창원시설공단,경상남도 창원시 원이대로 56번길 11_13,경상남도 창원시 도계동 467,시설물관리,1,41.0,건물방면,10,2010-04,055-712-0795,35.256056,128.633814,2018-08-17
471,창원시설공단,경상남도 창원시 원이대로 56번길 11_14,경상남도 창원시 도계동 467,시설물관리,1,41.0,건물방면,10,2010-04,055-712-0795,35.256056,128.633814,2018-08-17
472,창원시설공단,경상남도 창원시 원이대로 56번길 11_15,경상남도 창원시 도계동 467,시설물관리,1,41.0,건물방면,10,2010-04,055-712-0795,35.256056,128.633814,2018-08-17
473,창원시설공단,경상남도 창원시 원이대로 56번길 11_16,경상남도 창원시 도계동 467,시설물관리,1,41.0,건물방면,10,2010-04,055-712-0795,35.256056,128.633814,2018-08-17
474,창원시설공단,경상남도 창원시 원이대로 56번길 11_17,경상남도 창원시 도계동 467,시설물관리,1,41.0,건물방면,10,2010-04,055-712-0795,35.256056,128.633814,2018-08-17
475,창원시설공단,경상남도 창원시 원이대로 56번길 11_18,경상남도 창원시 도계동 467,시설물관리,1,41.0,건물방면,10,2010-04,055-712-0795,35.256056,128.633814,2018-08-17
476,창원시설공단,경상남도 창원시 원이대로 56번길 11_19,경상남도 창원시 도계동 467,시설물관리,1,41.0,건물방면,10,2010-04,055-712-0795,35.256056,128.633814,2018-08-17
477,창원시설공단,경상남도 창원시 원이대로 56번길 11_20,경상남도 창원시 도계동 467,시설물관리,1,41.0,건물방면,10,2010-04,055-712-0795,35.256056,128.633814,2018-08-17
478,창원시설공단,경상남도 창원시 원이대로 56번길 11_21,경상남도 창원시 도계동 467,시설물관리,1,41.0,건물방면,10,2010-04,055-712-0795,35.256056,128.633814,2018-08-17
479,창원시설공단,경상남도 창원시 원이대로 56번길 11_22,경상남도 창원시 도계동 467,시설물관리,1,41.0,건물방면,10,2010-04,055-712-0795,35.256056,128.633814,2018-08-17
480,창원시설공단,경상남도 창원시 원이대로 56번길 11_23,경상남도 창원시 도계동 467,시설물관리,1,41.0,건물방면,10,2010-04,055-712-0795,35.256056,128.633814,2018-08-17
481,창원시설공단,경상남도 창원시 원이대로 56번길 11_24,경상남도 창원시 도계동 467,시설물관리,1,41.0,건물방면,10,2010-04,055-712-0795,35.256056,128.633814,2018-08-17
482,창원시설공단,경상남도 창원시 원이대로 56번길 11_25,경상남도 창원시 도계동 467,시설물관리,1,41.0,건물방면,10,2010-04,055-712-0795,35.256056,128.633814,2018-08-17
483,창원시설공단,경상남도 창원시 원이대로 56번길 11_26,경상남도 창원시 도계동 467,시설물관리,1,41.0,건물방면,10,2010-04,055-712-0795,35.256056,128.633814,2018-08-17
484,창원시설공단,경상남도 창원시 원이대로 56번길 11_27,경상남도 창원시 도계동 467,시설물관리,1,41.0,건물방면,10,2010-04,055-712-0795,35.256056,128.633814,2018-08-17
485,창원시설공단,경상남도 창원시 원이대로 56번길 11_28,경상남도 창원시 도계동 467,시설물관리,1,41.0,건물방면,10,2010-04,055-712-0795,35.256056,128.633814,2018-08-17
486,창원시설공단,경상남도 창원시 원이대로 56번길 11_29,경상남도 창원시 도계동 467,시설물관리,1,41.0,건물방면,10,2010-04,055-712-0795,35.256056,128.633814,2018-08-17
487,창원시설공단,경상남도 창원시 원이대로 56번길 11_30,경상남도 창원시 도계동 467,시설물관리,1,41.0,건물방면,10,2010-04,055-712-0795,35.256056,128.633814,2018-08-17
488,창원시설공단,경상남도 창원시 원이대로 56번길 11_31,경상남도 창원시 도계동 467,시설물관리,1,41.0,건물방면,10,2010-04,055-712-0795,35.256056,128.633814,2018-08-17
489,창원시설공단,경상남도 창원시 원이대로 56번길 11_32,경상남도 창원시 도계동 467,시설물관리,1,41.0,건물방면,10,2010-04,055-712-0795,35.256056,128.633814,2018-08-17
490,창원시설공단,경상남도 창원시 원이대로 56번길 11_33,경상남도 창원시 도계동 467,시설물관리,1,41.0,건물방면,10,2010-04,055-712-0795,35.256056,128.633814,2018-08-17
491,창원시설공단,경상남도 창원시 원이대로 56번길 11_34,경상남도 창원시 도계동 467,시설물관리,1,41.0,건물방면,10,2010-04,055-712-0795,35.256056,128.633814,2018-08-17
492,창원시설공단,경상남도 창원시 원이대로 56번길 11_35,경상남도 창원시 도계동 467,시설물관리,1,41.0,건물방면,10,2010-04,055-712-0795,35.256056,128.633814,2018-08-17
493,창원시설공단,경상남도 창원시 원이대로 56번길 11_36,경상남도 창원시 도계동 467,시설물관리,1,41.0,건물방면,10,2010-04,055-712-0795,35.256056,128.633814,2018-08-17
494,창원시설공단,경상남도 창원시 원이대로 56번길 11_37,경상남도 창원시 도계동 467,시설물관리,1,41.0,건물방면,10,2010-04,055-712-0795,35.256056,128.633814,2018-08-17
495,창원시설공단,경상남도 창원시 원이대로 56번길 11_38,경상남도 창원시 도계동 467,시설물관리,1,41.0,건물방면,10,2010-04,055-712-0795,35.256056,128.633814,2018-08-17
496,창원시설공단,경상남도 창원시 원이대로 56번길 11_39,경상남도 창원시 도계동 467,시설물관리,1,41.0,건물방면,10,2010-04,055-712-0795,35.256056,128.633814,2018-08-17
497,창원시설공단,경상남도 창원시 원이대로 56번길 11_40,경상남도 창원시 도계동 467,시설물관리,1,41.0,건물방면,10,2010-04,055-712-0795,35.256056,128.633814,2018-08-17
498,창원시설공단,경상남도 창원시 원이대로 56번길 11_41,경상남도 창원시 도계동 467,시설물관리,1,41.0,건물방면,10,2010-04,055-712-0795,35.256056,128.633814,2018-08-17
499,창원시설공단,경상남도 창원시 원이대로 56번길 11_42,경상남도 창원시 도계동 467,시설물관리,1,41.0,건물방면,10,2010-04,055-712-0795,35.256056,128.633814,2018-08-17
500,창원시설공단,경상남도 창원시 원이대로 56번길 11_43,경상남도 창원시 도계동 467,시설물관리,1,41.0,건물방면,10,2010-04,055-712-0795,35.256056,128.633814,2018-08-17
501,창원시설공단,경상남도 창원시 원이대로 56번길 11_44,경상남도 창원시 도계동 467,시설물관리,1,41.0,건물방면,10,2010-04,055-712-0795,35.256056,128.633814,2018-08-17
502,창원시설공단,경상남도 창원시 원이대로 56번길 11_45,경상남도 창원시 도계동 467,시설물관리,1,41.0,건물방면,10,2010-04,055-712-0795,35.256056,128.633814,2018-08-17
503,창원시설공단,경상남도 창원시 원이대로 56번길 11_46,경상남도 창원시 도계동 467,시설물관리,1,41.0,건물방면,10,2010-04,055-712-0795,35.256056,128.633814,2018-08-17
504,창원시설공단,경상남도 창원시 원이대로 56번길 11_47,경상남도 창원시 도계동 467,시설물관리,1,41.0,건물방면,10,2010-04,055-712-0795,35.256056,128.633814,2018-08-17
505,창원시설공단,경상남도 창원시 원이대로 56번길 11_48,경상남도 창원시 도계동 467,시설물관리,1,41.0,건물방면,10,2010-04,055-712-0795,35.256056,128.633814,2018-08-17
506,창원시설공단,경상남도 창원시 원이대로 56번길 11_49,경상남도 창원시 도계동 467,시설물관리,1,41.0,건물방면,10,2010-04,055-712-0795,35.256056,128.633814,2018-08-17
507,창원시설공단,경상남도 창원시 원이대로 56번길 11_50,경상남도 창원시 도계동 467,시설물관리,1,41.0,건물방면,10,2010-04,055-712-0795,35.256056,128.633814,2018-08-17
508,창원시설공단,경상남도 창원시 원이대로 56번길 11_51,경상남도 창원시 도계동 467,시설물관리,1,41.0,건물방면,10,2010-04,055-712-0795,35.256056,128.633814,2018-08-17
